seed,cup,stake,policy,shop_policy,ante_reached,victory,defeat_ante,defeat_blind,gold_earned,gold_final,interest_earned,hands_aces,hands_twos,hands_threes,hands_fours,hands_fives,hands_sixes,hands_three_of_a_kind,hands_four_of_a_kind,hands_full_house,hands_small_straight,hands_large_straight,hands_yahtzee,hands_chance,relics_final,max_hand_score,max_hand_figure
169,standard,1,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,clay_piggy_bank;clay_piggy_bank,132,four_of_a_kind
170,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,117,small_straight
171,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,2,2,0,0,0,1,0,0,1,clay_piggy_bank,144,sixes
172,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,1,0,1,0,0,0,,135,fives
173,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,2,1,2,1,0,2,0,1,0,0,2,polished_stone;clay_piggy_bank;triplet_master,252,four_of_a_kind
174,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
175,standard,1,grid-aware,budget,3,false,3,small,30,6,0,0,0,0,1,4,6,1,2,0,3,1,0,4,polished_stone;triplet_master;cracked_die;triplet_master;polished_stone,760,four_of_a_kind
176,standard,1,grid-aware,budget,4,false,4,small,126,78,20,0,0,0,1,9,9,0,1,2,5,0,1,6,clay_piggy_bank;clay_piggy_bank;cracked_die;polished_stone;clay_piggy_bank,660,full_house
177,standard,1,grid-aware,budget,4,false,4,big,68,24,6,0,0,3,0,5,8,0,3,2,2,3,1,4,polished_stone;polished_stone;cracked_die;clay_piggy_bank;triplet_master,1200,large_straight
178,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,1,0,0,1,1,0,0,0,polished_stone,186,sixes
179,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,0,0,1,0,0,1,triplet_master,144,sixes
180,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,1,1,0,0,2,0,0,0,triplet_master,144,sixes
181,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,1,1,0,0,1,0,0,0,cracked_die,175,fives
182,standard,1,grid-aware,budget,1,false,1,boss,8,4,0,0,0,0,1,3,3,0,0,2,1,0,0,1,polished_stone,424,full_house
183,standard,1,grid-aware,budget,2,false,2,boss,22,2,0,0,0,1,2,5,6,1,1,1,3,0,0,1,cracked_die;polished_stone;triplet_master;cracked_die,736,full_house
184,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,0,3,2,1,0,1,1,1,1,0,triplet_master;clay_piggy_bank,595,yahtzee
185,standard,1,grid-aware,budget,4,false,4,small,44,8,2,0,0,1,3,6,7,0,2,2,6,2,0,5,triplet_master;cracked_die;triplet_master;cracked_die;cracked_die,924,full_house
186,standard,1,grid-aware,budget,3,false,3,small,29,3,0,0,3,1,2,4,6,0,0,2,3,1,0,1,cracked_die;stellar_alignment;cracked_die;clay_piggy_bank,1330,large_straight
187,standard,1,grid-aware,budget,3,false,3,big,49,17,4,0,0,0,4,4,6,0,0,3,3,0,0,2,cracked_die;polished_stone;polished_stone;triplet_master;clay_piggy_bank,624,full_house
188,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
189,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,0,3,2,0,2,0,2,1,0,1,clay_piggy_bank;cracked_die;polished_stone,275,large_straight
190,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,,120,four_of_a_kind
191,standard,1,grid-aware,budget,3,false,3,boss,44,8,1,0,0,0,3,5,5,0,2,2,3,1,0,3,polished_stone;cracked_die;cracked_die;polished_stone;triplet_master,1310,four_of_a_kind
192,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,,144,sixes
193,standard,1,grid-aware,budget,2,false,2,big,21,1,0,0,0,0,3,4,5,0,1,1,3,1,0,0,triplet_master;cracked_die;clay_piggy_bank;triplet_master;triplet_master,540,four_of_a_kind
194,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,1,1,1,0,1,0,0,0,clay_piggy_bank,132,four_of_a_kind
195,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
196,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,1,1,2,0,0,0,0,1,clay_piggy_bank,162,sixes
197,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,1,0,0,1,1,0,0,1,triplet_master,164,full_house
198,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
199,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,1,1,1,0,1,0,0,0,cracked_die,120,fives
200,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,0,0,0,1,0,0,2,triplet_master,144,sixes
201,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,1,2,1,1,1,2,0,0,2,polished_stone;polished_stone,204,four_of_a_kind
202,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,,129,small_straight
203,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,2,3,1,0,0,2,0,0,2,cracked_die;cracked_die,215,small_straight
204,standard,1,grid-aware,budget,1,false,1,boss,10,2,0,0,0,2,0,3,3,2,0,1,0,0,0,0,clay_piggy_bank;polished_stone,196,full_house
205,standard,1,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,triplet_master,196,full_house
206,standard,1,grid-aware,budget,5,false,5,small,72,20,9,0,0,3,4,4,10,6,1,2,3,2,0,2,cracked_die;cracked_die;polished_stone;polished_stone;triplet_master,1120,three_of_a_kind
207,standard,1,grid-aware,budget,1,false,1,big,4,4,0,0,0,0,0,2,2,0,1,0,1,0,0,1,,144,sixes
208,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,0,3,2,3,1,1,0,0,0,1,cracked_die;triplet_master,240,fives
209,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,,108,sixes
210,standard,1,grid-aware,budget,3,false,3,boss,48,12,2,0,0,2,3,6,8,1,0,0,3,3,0,2,polished_stone;clay_piggy_bank;cracked_die;polished_stone;cracked_die,960,large_straight
211,standard,1,grid-aware,budget,4,false,4,boss,53,5,0,0,0,0,5,11,9,1,4,2,3,0,0,3,cracked_die;polished_stone;triplet_master;triplet_master;triplet_master,1674,four_of_a_kind
212,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,0,0,0,2,0,0,1,clay_piggy_bank,129,small_straight
213,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,0,2,2,0,0,1,3,1,0,1,polished_stone;triplet_master;triplet_master,189,small_straight
214,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,triplet_master,126,sixes
215,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,1,2,0,1,1,2,0,0,2,polished_stone;triplet_master,252,four_of_a_kind
216,standard,1,grid-aware,budget,2,false,2,boss,22,2,2,1,1,1,3,3,5,1,2,0,0,2,0,4,polished_stone;triplet_master;triplet_master,372,sixes
217,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,clay_piggy_bank,144,sixes
218,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
219,standard,1,grid-aware,budget,2,false,2,boss,28,4,0,0,0,0,2,3,4,1,1,1,0,1,0,3,cracked_die;triplet_master;cracked_die;polished_stone;clay_piggy_bank,945,large_straight
220,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,3,1,1,1,0,1,0,1,polished_stone,228,sixes
221,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,3,3,0,0,1,2,1,0,0,triplet_master;clay_piggy_bank,220,large_straight
222,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,0,0,0,1,polished_stone,234,sixes
223,standard,1,grid-aware,budget,3,false,3,boss,66,26,6,1,0,3,0,4,5,1,1,2,4,2,0,3,cracked_die;clay_piggy_bank;cracked_die;clay_piggy_bank;polished_stone,1180,full_house
224,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
225,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
226,standard,1,grid-aware,budget,4,false,4,big,79,31,11,0,0,1,6,9,8,1,2,4,3,0,0,4,triplet_master;cracked_die;clay_piggy_bank;polished_stone;clay_piggy_bank,688,full_house
227,standard,1,grid-aware,budget,1,false,1,boss,10,2,0,0,0,1,0,2,2,0,1,2,2,0,0,1,clay_piggy_bank;polished_stone;clay_piggy_bank,216,full_house
228,standard,1,grid-aware,budget,3,false,3,boss,36,0,0,0,0,3,6,7,7,0,0,5,1,0,0,2,cracked_die;triplet_master;cracked_die;cracked_die;triplet_master,952,full_house
229,standard,1,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,1,1,1,1,2,2,1,0,1,0,triplet_master;cracked_die,324,four_of_a_kind
230,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,3,2,2,1,1,0,2,0,0,1,cracked_die;cracked_die,245,small_straight
231,standard,1,grid-aware,budget,1,false,1,boss,9,1,0,0,0,1,2,3,3,0,1,1,1,0,0,0,clay_piggy_bank;clay_piggy_bank,176,full_house
232,standard,1,grid-aware,budget,2,false,2,small,12,0,0,0,0,3,2,2,4,1,2,1,0,0,0,1,polished_stone;polished_stone;clay_piggy_bank;triplet_master,308,full_house
233,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,clay_piggy_bank,129,small_straight
234,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
235,standard,1,grid-aware,budget,4,false,4,big,49,5,0,3,0,0,1,3,8,3,7,1,4,0,1,3,cracked_die;cracked_die;cracked_die;triplet_master;polished_stone,1760,yahtzee
236,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,0,1,0,0,0,1,cracked_die,184,full_house
237,standard,1,grid-aware,budget,2,false,2,boss,47,23,1,0,0,0,0,4,5,0,1,1,3,3,0,3,polished_stone;triplet_master;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,756,four_of_a_kind
238,standard,1,grid-aware,budget,2,false,2,small,12,0,0,0,0,3,1,3,4,1,0,1,0,1,0,2,clay_piggy_bank;triplet_master,375,large_straight
239,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,1,2,0,1,0,0,0,0,1,,180,fives
240,standard,1,grid-aware,budget,2,false,2,boss,34,6,0,0,0,1,3,4,3,2,2,2,3,0,0,0,polished_stone;clay_piggy_bank;polished_stone;clay_piggy_bank;cracked_die,432,full_house
241,standard,1,grid-aware,budget,3,false,3,big,59,27,4,1,0,3,3,5,7,0,0,2,1,1,0,7,cracked_die;clay_piggy_bank;polished_stone;triplet_master;clay_piggy_bank,497,full_house
242,standard,1,grid-aware,budget,1,false,1,boss,11,3,0,0,0,0,0,3,2,0,2,0,2,1,0,0,cracked_die;clay_piggy_bank;triplet_master,215,small_straight
243,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,2,2,2,1,1,0,1,0,0,2,triplet_master;cracked_die,360,four_of_a_kind
244,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,2,1,0,0,0,0,0,0,triplet_master,126,sixes
245,standard,1,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,0,2,2,1,0,2,2,0,0,1,cracked_die;clay_piggy_bank,288,full_house
246,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
247,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,3,1,0,1,1,0,0,2,triplet_master;triplet_master,200,three_of_a_kind
248,standard,1,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,1,2,3,1,0,1,0,1,1,0,triplet_master;cracked_die;triplet_master,390,yahtzee
249,standard,1,grid-aware,budget,3,false,3,small,31,3,0,1,0,0,5,5,5,0,1,1,2,0,0,1,polished_stone;cracked_die;polished_stone;polished_stone;cracked_die,686,full_house
250,standard,1,grid-aware,budget,1,false,1,boss,10,2,0,0,0,2,1,1,3,0,2,0,1,1,0,0,clay_piggy_bank;clay_piggy_bank,144,sixes
251,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,1,3,1,2,2,0,1,0,1,0,0,1,triplet_master;cracked_die,396,four_of_a_kind
252,standard,1,grid-aware,budget,4,false,4,boss,71,23,8,0,0,1,5,7,7,5,3,7,3,2,1,0,triplet_master;cracked_die;clay_piggy_bank;cracked_die;triplet_master,1320,four_of_a_kind
253,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,1,0,0,0,clay_piggy_bank,129,small_straight
254,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,1,0,0,0,clay_piggy_bank,129,small_straight
255,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,2,2,1,0,2,0,0,0,2,cracked_die;triplet_master;cracked_die,287,full_house
256,standard,1,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,3,3,2,1,1,1,0,1,0,0,clay_piggy_bank;cracked_die;clay_piggy_bank,172,full_house
257,standard,1,grid-aware,budget,2,false,2,boss,20,0,0,0,3,1,4,4,5,0,1,1,2,1,1,0,cracked_die;cracked_die;triplet_master;polished_stone,1200,yahtzee
258,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,2,2,3,0,1,0,2,0,0,1,cracked_die,195,small_straight
259,standard,1,grid-aware,budget,2,false,2,boss,23,3,0,2,0,0,3,4,5,1,1,2,2,0,0,0,polished_stone;cracked_die;triplet_master;triplet_master,480,full_house
260,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
261,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,0,0,1,0,0,1,clay_piggy_bank,144,sixes
262,standard,1,grid-aware,budget,4,false,4,boss,54,10,3,1,0,2,6,7,8,1,0,5,4,0,0,6,cracked_die;polished_stone;triplet_master;polished_stone;cracked_die,912,full_house
263,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
264,standard,1,grid-aware,budget,3,false,3,boss,48,12,2,0,0,3,1,3,6,0,2,4,4,2,1,2,triplet_master;cracked_die;cracked_die;clay_piggy_bank;triplet_master,1040,yahtzee
265,standard,1,grid-aware,budget,3,false,3,big,37,5,2,0,0,2,2,6,6,1,1,2,2,0,1,1,polished_stone;cracked_die;polished_stone;triplet_master;triplet_master,855,full_house
266,standard,1,grid-aware,budget,4,false,4,small,65,21,4,0,1,0,2,3,6,1,2,3,1,3,0,4,polished_stone;clay_piggy_bank;polished_stone;polished_stone;polished_stone,1085,full_house
267,standard,1,grid-aware,budget,3,false,3,big,46,10,0,0,0,3,1,7,8,2,0,1,1,0,0,6,cracked_die;clay_piggy_bank;triplet_master;triplet_master;clay_piggy_bank,399,full_house
268,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,1,0,2,0,0,0,0,1,polished_stone,138,sixes
269,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,1,0,1,0,0,0,clay_piggy_bank,120,fives
270,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,2,2,2,1,0,2,1,0,0,0,1,triplet_master;triplet_master;polished_stone,396,four_of_a_kind
271,standard,1,grid-aware,budget,2,false,2,boss,22,2,0,0,0,1,4,4,4,0,1,2,2,0,0,3,cracked_die;polished_stone;triplet_master;clay_piggy_bank,504,full_house
272,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
273,standard,1,grid-aware,budget,4,false,4,boss,63,15,6,1,1,1,5,4,7,1,0,4,5,1,1,3,cracked_die;cracked_die;polished_stone;polished_stone;cracked_die,1331,full_house
274,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
275,standard,1,grid-aware,budget,2,false,2,boss,32,8,0,0,0,1,4,5,5,2,0,1,3,1,0,0,cracked_die;clay_piggy_bank;triplet_master;clay_piggy_bank;polished_stone,360,large_straight
276,standard,1,grid-aware,budget,2,false,2,boss,33,9,0,0,0,1,3,3,4,0,2,2,2,1,0,1,clay_piggy_bank;clay_piggy_bank;polished_stone;cracked_die;triplet_master,756,four_of_a_kind
277,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,1,2,1,1,0,1,0,0,0,triplet_master,129,small_straight
278,standard,1,grid-aware,budget,3,false,3,boss,54,12,1,0,1,0,2,6,9,3,0,2,5,2,0,1,clay_piggy_bank;triplet_master;polished_stone;ghost_die;triplet_master,1005,three_of_a_kind
279,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,108,sixes
280,standard,1,grid-aware,budget,3,false,3,boss,37,5,0,0,0,2,7,4,8,2,1,1,3,0,1,1,cracked_die;polished_stone;triplet_master;triplet_master;polished_stone,1860,four_of_a_kind
281,standard,1,grid-aware,budget,4,false,4,big,79,35,15,0,0,2,2,6,8,1,2,3,4,1,1,4,clay_piggy_bank;cracked_die;triplet_master;cracked_die;cracked_die,931,full_house
282,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
283,standard,1,grid-aware,budget,2,false,2,boss,39,11,0,0,0,2,1,4,5,1,1,2,2,0,0,2,polished_stone;clay_piggy_bank;cracked_die;clay_piggy_bank;polished_stone,609,full_house
284,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,1,3,1,0,1,3,0,0,0,triplet_master;clay_piggy_bank,216,full_house
285,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,1,0,0,0,polished_stone,138,sixes
286,standard,1,grid-aware,budget,2,false,2,big,18,2,0,2,0,2,1,3,5,0,0,1,1,0,0,2,cracked_die;polished_stone;clay_piggy_bank,469,full_house
287,standard,1,grid-aware,budget,2,false,2,small,14,2,0,0,1,2,1,3,2,2,0,0,0,1,1,1,triplet_master;triplet_master,387,three_of_a_kind
288,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,2,0,0,0,triplet_master,117,small_straight
289,standard,1,grid-aware,budget,4,false,4,boss,51,7,2,0,0,3,3,7,11,2,0,3,6,2,1,4,cracked_die;polished_stone;triplet_master;polished_stone;cracked_die,1710,yahtzee
290,standard,1,grid-aware,budget,4,false,4,big,52,12,5,0,0,1,8,6,10,0,2,1,3,2,0,3,cracked_die;cracked_die;cracked_die;polished_stone;polished_stone,1200,large_straight
291,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
292,standard,1,grid-aware,budget,3,false,3,boss,66,34,9,0,0,3,3,5,8,3,0,2,3,1,0,2,polished_stone;cracked_die;clay_piggy_bank;clay_piggy_bank;polished_stone,720,large_straight
293,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,1,1,0,0,0,triplet_master,152,full_house
294,standard,1,grid-aware,budget,4,false,4,small,49,9,1,0,0,3,3,6,8,3,0,0,5,2,0,3,cracked_die;cracked_die;cracked_die;polished_stone;clay_piggy_bank,975,large_straight
295,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,1,0,0,0,triplet_master,126,sixes
296,standard,1,grid-aware,budget,4,false,4,boss,77,29,11,0,0,1,2,7,9,0,2,4,3,3,0,2,cracked_die;polished_stone;polished_stone;polished_stone;clay_piggy_bank,900,large_straight
297,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
298,standard,1,grid-aware,budget,2,false,2,boss,35,11,1,0,0,0,4,3,3,3,3,2,0,2,0,0,clay_piggy_bank;triplet_master;cracked_die;cracked_die;clay_piggy_bank,550,large_straight
299,standard,1,grid-aware,budget,3,false,3,big,39,3,0,0,0,0,1,7,6,1,0,2,6,1,0,3,cracked_die;clay_piggy_bank;triplet_master;cracked_die;cracked_die,540,small_straight
300,standard,1,grid-aware,budget,2,false,2,boss,28,4,0,0,0,2,3,4,4,1,0,4,1,0,0,3,cracked_die;polished_stone;triplet_master;clay_piggy_bank;cracked_die,528,full_house
301,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,1,2,1,0,0,1,0,0,0,triplet_master,126,sixes
302,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,2,1,2,0,1,0,0,1,triplet_master,150,fives
303,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,0,0,0,1,cracked_die,175,fives
304,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,,105,fives
305,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,3,3,0,1,1,1,0,0,1,triplet_master;clay_piggy_bank,324,four_of_a_kind
306,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,1,2,0,0,0,2,0,0,1,triplet_master,129,small_straight
307,standard,1,grid-aware,budget,1,false,1,big,4,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,clay_piggy_bank;clay_piggy_bank,144,sixes
308,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,0,0,0,2,cracked_die,144,sixes
309,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
310,standard,1,grid-aware,budget,1,false,1,big,3,3,0,1,0,1,0,2,1,0,1,1,0,0,0,1,clay_piggy_bank,188,full_house
311,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,0,0,1,0,0,1,clay_piggy_bank,129,small_straight
312,standard,1,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,1,3,2,0,1,0,2,1,0,0,polished_stone;polished_stone,234,sixes
313,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,3,0,1,1,2,0,0,0,clay_piggy_bank,184,full_house
314,standard,1,grid-aware,budget,3,false,3,big,62,22,4,0,0,1,5,8,4,1,3,1,3,1,0,1,clay_piggy_bank;cracked_die;clay_piggy_bank;clay_piggy_bank;cracked_die,490,full_house
315,standard,1,grid-aware,budget,3,false,3,boss,48,16,4,0,0,3,2,5,4,1,0,2,3,1,1,1,polished_stone;cracked_die;polished_stone;polished_stone;cracked_die,1485,large_straight
316,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,1,2,1,0,1,0,0,0,0,triplet_master,152,full_house
317,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,0,0,1,0,0,1,triplet_master,129,small_straight
318,standard,1,grid-aware,budget,3,false,3,boss,50,14,2,0,0,0,3,5,7,1,0,3,3,2,0,2,polished_stone;polished_stone;cracked_die;triplet_master;clay_piggy_bank,1120,full_house
319,standard,1,grid-aware,budget,1,false,1,big,4,4,0,0,0,0,1,2,2,0,1,0,1,0,0,0,,132,four_of_a_kind
320,standard,1,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,3,1,1,1,0,2,1,0,1,cracked_die;triplet_master,280,four_of_a_kind
321,standard,1,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,1,2,2,2,1,1,1,0,0,0,triplet_master;polished_stone;cracked_die,396,four_of_a_kind
322,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,2,3,1,1,1,1,0,0,1,triplet_master;clay_piggy_bank,184,full_house
323,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,1,0,0,0,0,0,0,,117,fours
324,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,3,1,1,1,1,0,0,0,triplet_master,188,four_of_a_kind
325,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
326,standard,1,grid-aware,budget,1,false,1,boss,11,3,0,0,0,1,0,2,3,0,0,1,2,0,1,0,clay_piggy_bank;clay_piggy_bank,420,yahtzee
327,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,0,2,2,1,1,0,1,0,0,1,clay_piggy_bank,129,small_straight
328,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,1,2,0,1,0,0,0,0,2,polished_stone,234,sixes
329,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,2,3,2,0,0,0,2,0,0,2,triplet_master,200,fives
330,standard,1,grid-aware,budget,1,false,1,boss,11,3,0,0,0,0,1,3,3,1,0,1,1,0,0,2,clay_piggy_bank;triplet_master;triplet_master,208,full_house
331,standard,1,grid-aware,budget,1,false,1,boss,8,4,0,0,0,2,1,1,2,0,2,1,2,0,0,0,cracked_die,215,small_straight
332,standard,1,grid-aware,budget,3,false,3,big,47,15,3,0,0,1,2,5,6,1,3,0,1,4,0,3,triplet_master;clay_piggy_bank;cracked_die;cracked_die;triplet_master,550,large_straight
333,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,triplet_master,129,small_straight
334,standard,1,grid-aware,budget,2,false,2,boss,26,2,0,0,0,4,3,3,4,0,1,0,1,2,0,2,cracked_die;clay_piggy_bank;polished_stone;clay_piggy_bank;polished_stone,665,large_straight
335,standard,1,grid-aware,budget,3,false,3,big,42,14,2,0,0,1,3,5,7,0,0,2,3,3,0,1,polished_stone;clay_piggy_bank;polished_stone;triplet_master;cracked_die,720,large_straight
336,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,108,sixes
337,standard,1,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,120,fives
338,standard,1,grid-aware,budget,1,false,1,big,4,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,triplet_master,129,small_straight
339,standard,1,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,2,3,2,1,2,0,1,0,0,0,triplet_master;clay_piggy_bank,360,four_of_a_kind
340,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,1,2,0,0,0,2,0,0,1,triplet_master,144,sixes
341,standard,1,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,clay_piggy_bank,144,sixes
